RESPOND_ID,EXAMIN_BEGIN_DE,UTILIIZA_MOBILE_APLCTN_MUSIC_PBLPRFR_K_IDOL_AT,UTILIIZA_MOBILE_APLCTN_GAME_AT,UTILIIZA_MOBILE_APLCTN_PHT_AT,UTILIIZA_MOBILE_APLCTN_BRDCST_VIDO_AT,UTILIIZA_MOBILE_APLCTN_CMC_WEBTOON_AT,UTILIIZA_MOBILE_APLCTN_SEARCH_PORTAL_AT,UTILIIZA_MOBILE_APLCTN_FNC_AT,UTILIIZA_MOBILE_APLCTN_ADVANTK_AT,UTILIIZA_MOBILE_APLCTN_TOUR_AT,UTILIIZA_MOBILE_APLCTN_FOOD_ORDER_AT,UTILIIZA_MOBILE_APLCTN_GBRSTRNT_RECOMEND_RESVE_AT,UTILIIZA_MOBILE_APLCTN_SHOPNG_AT,UTILIIZA_MOBILE_APLCTN_WRKOT_AT,UTILIIZA_MOBILE_APLCTN_EWALLET_AT,UTILIIZA_MOBILE_APLCTN_CLEAN_DCCS_AT,UTILIIZA_MOBILE_APLCTN_ESTT_AT,UTILIIZA_MOBILE_APLCTN_HSPTL_PHARM_MEDIC_SEARCH_AT,UTILIIZA_MOBILE_APLCTN_USEGT_AT,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,MRRG_AT_NM,HSHLD_INCOME_DGREE_NM,OCCP_NM,ANSWRR_OC_AREA_NM
5235,20230501,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,M,50대이상,"기타(이혼, 사별 등)",300만원,기능/숙련공,경기
5264,20230501,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,미혼 / 비혼,400만원,기술직,서울
5272,20230501,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,M,40대,기혼,800만원,기술직,경기
5278,20230501,N,Y,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,M,50대이상,기혼,700만원,사무직,인천
5312,20230501,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,F,30대,미혼 / 비혼,300만원,기능/숙련공,서울
5314,20230501,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,F,30대,기혼,200만원,기술직,충남
5317,20230501,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,M,50대이상,"기타(이혼, 사별 등)",500만원,사무직,충남
5335,20230501,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,F,50대이상,기혼,100만원,전업주부,서울
5366,20230501,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,800만원,경영/관리직,부산
5368,20230501,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,모름,사무직,경기
5377,20230501,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,F,40대,미혼 / 비혼,100만원 미만,무직,경기
5383,20230501,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,"기타(이혼, 사별 등)",400만원,기술직,인천
5397,20230501,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,M,30대,미혼 / 비혼,200만원,사무직,인천
5398,20230501,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,미혼 / 비혼,200만원,사무직,경남
5403,20230501,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,Y,Y,N,Y,N,Y,M,50대이상,기혼,500만원,전문직,서울
5407,20230501,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,F,40대,미혼 / 비혼,500만원,사무직,경기
5416,20230501,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,30대,기혼,"1,000만원 이상",기능/숙련공,충남
5425,20230501,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,"기타(이혼, 사별 등)",600만원,사무직,경남
5432,20230501,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,500만원,사무직,충남
5447,20230501,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,M,50대이상,기혼,700만원,사무직,서울
5460,20230501,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,200만원,자영업,경기
5491,20230501,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,미혼 / 비혼,300만원,자영업,대구
5503,20230501,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,"기타(이혼, 사별 등)",100만원 미만,무직,제주
5506,20230501,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,F,50대이상,미혼 / 비혼,300만원,무직,강원
5507,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,M,30대,미혼 / 비혼,300만원,무직,충남
5527,20230501,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,M,20대,미혼 / 비혼,300만원,사무직,인천
5528,20230501,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,400만원,기술직,인천
5534,20230501,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,미혼 / 비혼,400만원,기능/숙련공,경기
5545,20230501,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,500만원,사무직,대구
5553,20230501,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,M,30대,기혼,300만원,판매/서비스직,서울
5563,20230501,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,400만원,자영업,충북
5577,20230501,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,F,30대,미혼 / 비혼,200만원,사무직,인천
5619,20230501,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,M,20대,미혼 / 비혼,500만원,대학생,인천
5625,20230501,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,M,40대,"기타(이혼, 사별 등)",300만원,기능/숙련공,부산
5630,20230501,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,M,40대,미혼 / 비혼,100만원,일반작업직,경기
5633,20230501,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,M,40대,"기타(이혼, 사별 등)",600만원,사무직,경기
5643,20230501,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,M,40대,미혼 / 비혼,300만원,일반작업직,광주
5661,20230501,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,F,50대이상,미혼 / 비혼,300만원,자영업,서울
5685,20230501,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,M,20대,미혼 / 비혼,200만원,기술직,서울
5694,20230501,N,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,Y,M,50대이상,"기타(이혼, 사별 등)",300만원,기능/숙련공,경남
5700,20230501,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,M,30대,미혼 / 비혼,200만원,사무직,충북
5721,20230501,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,20대,미혼 / 비혼,모름,무직,경북
5727,20230501,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,F,40대,미혼 / 비혼,모름,기타,전북
5728,20230501,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,600만원,기술직,충남
5744,20230501,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,M,40대,기혼,"1,000만원 이상",경영/관리직,서울
5747,20230501,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,M,50대이상,기혼,"1,000만원 이상",사무직,경기
5756,20230501,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,F,30대,미혼 / 비혼,300만원,사무직,서울
5771,20230501,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,M,40대,미혼 / 비혼,500만원,사무직,경기
5776,20230501,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,M,50대이상,기혼,300만원,무직,대구
5789,20230501,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,M,40대,미혼 / 비혼,200만원,판매/서비스직,서울
5790,20230501,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,M,50대이상,기혼,600만원,전문직,부산
5798,20230501,N,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,M,40대,기혼,500만원,기술직,대전
5800,20230501,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,M,40대,"기타(이혼, 사별 등)",400만원,기술직,경기
5822,20230501,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,M,50대이상,기혼,400만원,무직,서울
5830,20230501,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,M,30대,미혼 / 비혼,400만원,사무직,인천
5858,20230501,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,M,40대,미혼 / 비혼,400만원,사무직,경기
5864,20230501,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,F,40대,기혼,500만원,전업주부,대구
5865,20230501,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,F,40대,미혼 / 비혼,400만원,전문직,충북
5890,20230501,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,M,50대이상,"기타(이혼, 사별 등)",400만원,판매/서비스직,전남
5896,20230501,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,M,50대이상,기혼,"1,000만원 이상",사무직,서울
5899,20230501,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,미혼 / 비혼,300만원,사무직,서울
5904,20230501,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,600만원,기능/숙련공,대전
5927,20230501,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,F,30대,미혼 / 비혼,300만원,사무직,경기
5931,20230501,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,F,50대이상,미혼 / 비혼,100만원,"자유직 (예술가, 종교인 등)",서울
5935,20230501,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,M,40대,미혼 / 비혼,200만원,일반작업직,경남
5950,20230501,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,M,40대,미혼 / 비혼,400만원,기능/숙련공,부산
5954,20230501,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,800만원,경영/관리직,경기
5977,20230501,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,M,40대,미혼 / 비혼,500만원,사무직,서울
5984,20230501,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,F,50대이상,미혼 / 비혼,200만원,무직,서울
6014,20230501,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,"기타(이혼, 사별 등)","1,000만원",기능/숙련공,서울
6045,20230501,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,M,50대이상,기혼,300만원,자영업,서울
6048,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,M,50대이상,기혼,400만원,기타,경기
6059,20230501,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,F,50대이상,기혼,400만원,사무직,서울
6061,20230501,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,M,50대이상,미혼 / 비혼,300만원,판매/서비스직,강원
6062,20230501,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,F,50대이상,기혼,300만원,일반작업직,서울
6074,20230501,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,M,30대,미혼 / 비혼,300만원,일반작업직,경기
6091,20230501,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,M,50대이상,미혼 / 비혼,900만원,경영/관리직,서울
6093,20230501,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,"기타(이혼, 사별 등)",300만원,무직,충북
6123,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,M,40대,미혼 / 비혼,100만원 미만,무직,서울
6130,20230501,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,300만원,일반작업직,경기
6139,20230501,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,F,50대이상,기혼,200만원,기능/숙련공,경남
6142,20230501,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,200만원,"자유직 (예술가, 종교인 등)",울산
6147,20230501,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,M,50대이상,기혼,900만원,일반작업직,경기
6162,20230501,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,M,30대,미혼 / 비혼,200만원,사무직,충남
6178,20230501,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,F,40대,기혼,400만원,전업주부,경남
6181,20230501,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,N,Y,F,50대이상,기혼,500만원,사무직,대구
6194,20230501,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,M,50대이상,"기타(이혼, 사별 등)",300만원,자영업,제주
6214,20230501,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,F,40대,기혼,300만원,사무직,광주
6220,20230501,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,M,40대,기혼,600만원,사무직,서울
6227,20230501,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,"1,000만원 이상",경영/관리직,서울
6235,20230501,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,500만원,무직,서울
6263,20230501,Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,F,40대,미혼 / 비혼,900만원,무직,서울
6275,20230501,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,M,50대이상,"기타(이혼, 사별 등)",100만원 미만,무직,충남
6277,20230501,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,M,40대,기혼,600만원,사무직,인천
6282,20230501,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,M,50대이상,기혼,600만원,자영업,인천
6288,20230501,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,M,50대이상,기혼,"1,000만원 이상",경영/관리직,경북
6293,20230501,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,30대,기혼,모름,전문직,대전
6320,20230501,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,200만원,자영업,울산
6334,20230501,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,30대,미혼 / 비혼,800만원,판매/서비스직,대전
6336,20230501,N,N,N,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,F,30대,미혼 / 비혼,300만원,사무직,인천
6351,20230501,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,M,40대,기혼,600만원,사무직,경기
6364,20230501,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,F,50대이상,미혼 / 비혼,300만원,사무직,경기
6375,20230501,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,F,50대이상,미혼 / 비혼,300만원,자영업,경기
6387,20230501,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,30대,미혼 / 비혼,300만원,사무직,경기
6389,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,M,40대,기혼,700만원,기술직,경남
6395,20230501,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,F,20대,미혼 / 비혼,300만원,사무직,대구
6426,20230501,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,F,30대,미혼 / 비혼,400만원,기술직,경기
6437,20230501,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,M,50대이상,미혼 / 비혼,200만원,무직,인천
6462,20230501,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,"기타(이혼, 사별 등)",200만원,무직,인천
6511,20230501,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,40대,미혼 / 비혼,200만원,판매/서비스직,경기
6520,20230501,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,F,50대이상,미혼 / 비혼,100만원,기타,경기
6561,20230501,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,M,50대이상,기혼,400만원,자영업,부산
6584,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,M,40대,기혼,400만원,사무직,서울
6609,20230501,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,M,50대이상,"기타(이혼, 사별 등)",100만원,무직,대구
6632,20230501,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,F,50대이상,미혼 / 비혼,300만원,사무직,서울
6634,20230501,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,M,50대이상,기혼,500만원,기능/숙련공,광주
6635,20230501,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,F,20대,미혼 / 비혼,900만원,무직,전북
6648,20230501,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,기혼,600만원,사무직,충남
6663,20230501,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,미혼 / 비혼,700만원,사무직,경북
6710,20230501,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,M,30대,미혼 / 비혼,100만원 미만,자영업,경기
6729,20230501,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,F,40대,기혼,700만원,자영업,경기
6732,20230501,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,M,50대이상,기혼,100만원,무직,서울
6784,20230501,N,Y,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,Y,F,30대,미혼 / 비혼,100만원,사무직,전남
6786,20230501,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,M,50대이상,"기타(이혼, 사별 등)",400만원,기술직,경남
6787,20230501,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,F,50대이상,"기타(이혼, 사별 등)",300만원,판매/서비스직,부산
6791,20230501,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,M,50대이상,기혼,700만원,자영업,경기
6807,20230501,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,M,50대이상,기혼,800만원,일반작업직,광주
6838,20230501,N,Y,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,M,40대,미혼 / 비혼,200만원,판매/서비스직,충남
6850,20230501,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,Y,N,F,50대이상,기혼,400만원,사무직,충북
6865,20230501,N,N,N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,M,50대이상,기혼,400만원,전문직,경기
6869,20230501,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,F,50대이상,기혼,500만원,사무직,서울
6889,20230501,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,F,40대,미혼 / 비혼,600만원,사무직,경기
6902,20230501,N,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,F,40대,기혼,800만원,사무직,경북
6953,20230501,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,M,40대,기혼,900만원,사무직,인천
6965,20230501,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N,M,40대,기혼,700만원,기술직,전남
6977,20230501,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,F,30대,미혼 / 비혼,100만원 미만,판매/서비스직,전북
6978,20230501,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,F,20대,미혼 / 비혼,모름,무직,전북
6993,20230501,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,F,50대이상,기혼,200만원,전업주부,울산
7009,20230501,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,M,50대이상,기혼,500만원,판매/서비스직,대전
7019,20230501,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,M,50대이상,"기타(이혼, 사별 등)",400만원,기타,인천
7028,20230501,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,F,50대이상,기혼,400만원,기술직,서울
7080,20230501,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,F,20대,미혼 / 비혼,200만원,사무직,제주
7097,20230501,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,M,50대이상,기혼,600만원,사무직,경기
7123,20230501,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,100만원 미만,무직,대구
7129,20230501,N,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,F,50대이상,기혼,500만원,기술직,경기
7161,20230501,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,M,20대,기혼,400만원,대학원생,서울
7174,20230501,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,600만원,경영/관리직,경남
7176,20230501,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,F,40대,기혼,200만원,사무직,대구
7179,20230501,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,Y,F,20대,미혼 / 비혼,200만원,사무직,서울
7189,20230501,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,F,20대,미혼 / 비혼,300만원,무직,충북
7193,20230501,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,F,50대이상,미혼 / 비혼,200만원,판매/서비스직,부산
7196,20230501,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,M,30대,미혼 / 비혼,200만원,판매/서비스직,경기
7201,20230501,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,M,50대이상,미혼 / 비혼,200만원,사무직,경기
7206,20230501,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,40대,미혼 / 비혼,"1,000만원 이상",사무직,인천
7220,20230501,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,미혼 / 비혼,300만원,기술직,서울
7229,20230501,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,F,50대이상,미혼 / 비혼,200만원,기타,강원
7231,20230501,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,M,40대,미혼 / 비혼,400만원,사무직,대구
7232,20230501,N,N,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,M,50대이상,기혼,"1,000만원 이상",경영/관리직,경기
7247,20230501,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,40대,미혼 / 비혼,700만원,사무직,경남
7251,20230501,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,M,50대이상,기혼,500만원,사무직,대전
7252,20230501,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,50대이상,미혼 / 비혼,100만원 미만,자영업,경남
7256,20230501,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,M,30대,미혼 / 비혼,900만원,무직,서울
7261,20230501,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,M,50대이상,기혼,600만원,기술직,서울
7288,20230501,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,M,40대,기혼,400만원,기능/숙련공,서울
7297,20230501,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,M,30대,기혼,"1,000만원 이상",전문직,서울
7304,20230501,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,M,50대이상,기혼,500만원,사무직,전북
7317,20230501,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,F,30대,미혼 / 비혼,100만원,기술직,경북
7369,20230501,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,30대,미혼 / 비혼,200만원,기술직,경기
7412,20230501,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,F,40대,기혼,500만원,사무직,서울
7432,20230501,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,F,30대,"기타(이혼, 사별 등)",200만원,판매/서비스직,대전
7433,20230501,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,F,40대,기혼,700만원,판매/서비스직,경기
7436,20230501,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,M,30대,미혼 / 비혼,500만원,기술직,경기
7437,20230501,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,M,40대,미혼 / 비혼,400만원,사무직,서울
7440,20230501,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,Y,M,50대이상,기혼,700만원,자영업,경기
7461,20230501,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,F,50대이상,기혼,900만원,기술직,경기
7478,20230501,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,M,40대,기혼,700만원,전문직,서울
7488,20230501,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,M,50대이상,기혼,400만원,무직,경기
7489,20230501,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,M,50대이상,"기타(이혼, 사별 등)",100만원,무직,경기
7508,20230501,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,M,50대이상,미혼 / 비혼,100만원 미만,무직,인천
7514,20230501,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,M,30대,미혼 / 비혼,200만원,전문직,경기
